,Place of interest,Type of place,Place address,Place distrit,Place neighborhood,Place description,Place transport,Place latitude,Place longitude,mercator place,BiciMAD station,Station location,Station latitude,Station longitude,Station base availability,Station Bikes Availability,mercator station,Distance Between BiciMAD station and Place of interest
95,Parque Juan de la Cosa,Principales parques y jardines municipales,VICTOR ANDRES BELAUNDE,CHAMARTIN,HISPANOAMERICA,"Ubicado entre las calles Potosí, Cochabamba y Víctor Andrés Belaunde. Parque dedicado al navegante y cartógrafo español que participó junto a Cristóbal Colón en el descubrimiento de América y autor del primer mapa en el que aparece el continente americano.","Metro: líneas 8 y 9 (Colombia)  Bus: 14,7,16,29,51",40.45424210617104,-3.679171627391412,POINT (4503345.631686767 -409845.2678834092),Parque Berlín,Avenida de Concha Espina nº 34,40.4515833,-3.6780555,disponible,7,POINT (4503049.65473769 -409720.7646285503),321.0972046833272
96,Parque La Rinconada,Principales parques y jardines municipales,HIENDELAENCINA,MONCLOA-ARAVACA,ARAVACA,Parque destacable por su gran extensión y por su ubicación en zona de urbanizaciones. Su construcción es reciente y se han añadido plantaciones de arbolado nuevo manteniendo el que había en el lugar previamente. Consta de una red de caminos amplia y es un una zona que invita al paseo y recreo del vecindario por ser muy tranquila y de gozar de unas privilegiadas vistas de la ciudad de Madrid.,"Bus: 160  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",40.45750725687833,-3.766455491041625,POINT (4503709.106600866 -419582.2105526996),Facultad Derecho,Avenida Complutense nº 23,40.45109,-3.72937,disponible,5,POINT (4502994.74083288 -415445.0243226733),4198.407835404912
97,Parque La Viña,Principales parques y jardines municipales,TIMOTEO PEREZ RUBIO,PUENTE DE VALLECAS,ENTREVIAS,Zona verde con distintos desniveles y zonas estanciales con diferentes usos para los ciudadanos.   Dispone de praderas con riego automático en las zonas próximas a la Calle Concejo de Teverga.,Bus: 102 Renfe: Asamblea de Madrid- Entrevías,40.38556774381467,-3.67430914572838,POINT (4495700.836638703 -409302.8624855969),Méndez Álvaro,Calle Retama nº 5,40.3941388,-3.6758888,disponible,8,POINT (4496654.962248815 -409479.0711555289),970.2603646605476
98,Parque Ladera de los Almendros,Principales parques y jardines municipales,M - 40,VICALVARO,CASCO H.VICALVARO,Parque periurbano de transición entre las viviendas de Valdebernardo y la autopista M-40. El Parque se articula sobre un paseo arbolado paralelo a la M-40 y una amplia zona estancial junto al Centro de Mayores adyacente.,"Bus: 8 , 71  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,,POINT (nan nan),Puerta del Sol A,Puerta del Sol nº 1,40.4172137,-3.7018341,disponible,15,POINT (4499223.648366921 -412373.2851572837),1.7976931348623157e+308
99,Parque Lineal de Palomeras,Principales parques y jardines municipales,ALBUFERA,PUENTE DE VALLECAS,PALOMERAS SURESTE,Parque formado por grandes praderas y 10 plazas estanciales. Existen dos láminas de agua. Forma parte del itinerario por donde pasa el anillo verde de Madrid. Posee un gran paseo de plátanos de sombra en zona terriza. Es muy característico por sus lomas observadas desde la M-40.,"Bus: 54, 58, 103, 142, 143, 310 Metro: Miguel Hernández  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",40.38581882868559,-3.6363631773029352,POINT (4495728.78727868 -405070.1255295955),Pavones,Calle Hacienda de Pavones nº 342,40.400368,-3.634587,disponible,8,POINT (4497348.393620864 -404872.003688147),1631.6791865130028
100,Parque Ladera de los Almendros,Principales parques y jardines municipales,M - 40,VICALVARO,CASCO H.VICALVARO,Parque periurbano de transición entre las viviendas de Valdebernardo y la autopista M-40. El Parque se articula sobre un paseo arbolado paralelo a la M-40 y una amplia zona estancial junto al Centro de Mayores adyacente.,"Bus: 8 , 71  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,,POINT (nan nan),Puerta del Sol A,Puerta del Sol nº 1,40.4172137,-3.7018341,disponible,15,POINT (4499223.648366921 -412373.2851572837),1.7976931348623157e+308
101,Parque Madrid Río,Principales parques y jardines municipales,PASEO DE LAS YESERIAS,DISTRITO,,"En 2005 nace el proyecto Madrid Río de la reforma de la M-30 y su soterramiento, un gran parque de forma lineal a lo largo del río Manzanares, en el que se suceden espacios verdes, monumentos, puentes, pasarelas y presas, zonas estanciales y deportivas... desde el Puente de los Franceses hasta el Nudo Sur. Su espina dorsal es el Salón de Pinos, paseo arbolado de 30 m. de ancho y más de 6 km. de longitud que da acceso a los seis grandes jardines del parque: Jardines Aniceto Marinas, Jardines de Virgen del Puerto, Jardines Bajos del Puente de Segovia, Jardines del Puente de Toledo, Parque de la Arganzuela y Matadero. Además se sitúan los recintos de Avenida de Portugal, con un diseño del suelo de grandes flores en empedrado portugués de diferentes tonos, y la Huerta de la Partida, memoria de la atmósfera de huerta poblada de frutales del siglo XVI. El agua está presente por la presencia del río y por las fuentes ornamentales y estanques fluviales a lo largo de todo su recorrido: fuente ornamental rehabilitada frente a la Casa de Vargas, cuatro estanques en el Puente de Segovia, cuatro fuentes en los jardines de Virgen del Puerto y las diez fuentes ornamentales y la playa urbana del Parque de Arganzuela. Destacan los puentes de nueva construcción: Puente Monumental de Arganzuela diseñado por Dominique Perrault, lPuentes gemelos de Matadero e Invernadero con sus bóvedas decoradas con mosaicos de Daniel Canogar, Puente del Principado de Andorra o Puente Oblicuo; las siete presas del río y los puentes históricos del Rey, de Segovia o de Toledo, entre otros. Cuenta con 30 km. de sendas ciclables; 33 pistas para patinaje, skate, escalada, fútbol 7 y 11, fútbol sala, pádel, tenis, baloncesto y ciclismo BMX (Bike Motor Cross); 18 áreas de juegos infantiles; 3 circuitos biosaludables; 9 pistas de petanca; tres plataformas de eventos culturales en el Puente del Rey, Parque de Arganzuela y Matadero, y un Centro de Interpretación del Río Manzanares, a lo que se suma el Complejo Cultural de Matadero Madrid, y el futuro centro de remo.      Este parque se incluye entre las visitas recomendadas a turistas que visitan la ciudad, según la web oficial de turismo de Madrid.","Metro: Príncipe Pío (línea 6 y 10), Puerta del Ángel (línea 6), Pirámides (línea 5), Marqués de Vadillo (línea 5), Legazpi (línea 3 y 6) y Almendrales (línea 3). RENFE: Príncipe Pío, Pirámides. Aparcamiento Público (próximo): Paseo de Extremadura y Principe Pio.  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",40.39815439895114,-3.7125359439695975,POINT (4497101.976679286 -413567.1070311444),Pirámides,Calle Toledo nº 181,40.4016111,-3.7138055,disponible,8,POINT (4497486.774879869 -413708.7306643059),410.0328141037463
102,Parque Martala,Principales parques y jardines municipales,MORATALAZ,MORATALAZ,MARROQUINA,Es uno de los parques más populares del barrio de Moratalaz. Destaca el lago que ocupa una gran extensión. Esta zona verde está dotada de áreas infantiles y de varios espacios deportivos. En el parque se encuentran las vías de tren que llegaban antiguamente a Arganda del Rey. Otras denominaciones: Jardín Dionisio Ridruejo,"Bus: 32, 71  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",40.40882236801765,-3.643898652734279,POINT (4498289.529563569 -405910.6666062818),Marroquina,Calle Camino de los Vinateros nº 108,40.408264,-3.646697,disponible,10,POINT (4498227.372320169 -406222.8087328799),318.27068684416895
103,Parque Martin Luther King,Principales parques y jardines municipales,CERRO NEGRO,RETIRO,ADELFAS,"Parque urbano paralelo a la M-30, idóneo para el paseo, con un campo de fútbol de césped artificial y una pista de baloncesto. Dispone de dos estancias con juegos infantiles y una pasarela hacia Puente de Vallecas. Parte de la zona verde asemeja la ribera de un río con arbolado típico de ribera.           Durante el año 2009 se remodeló.","Metro: Conde de Casal (línea 6). Bus: 8 , 10 , 24 , 54 , 56 , 57 , 113 , 136, 141 , 148 , 310.  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",40.398195733324194,-3.6701340560704026,POINT (4497106.578000646 -408837.1373983363),Puente de Vallecas,Avenida de la Albufera nº 6,40.3979722,-3.66925,disponible,10,POINT (4497081.694384822 -408738.5225282516),101.70588448229685
104,Parque Meseta de Orcasitas,Principales parques y jardines municipales,COOPERATIVAS,USERA,ORCASITAS,"El parque tiene una superficie de 48414 m&amp;sup2; en el que nos encontramos un paseo perimetral que lo recorre a lo largo de toda su longitud localizándose a ambos lados de este paseo una serie de parterres ajardinados y todas las áreas de esparcimiento de los usuarios del parque como son las pistas deportivas, zonas infantiles y un área canina.","Bus: 60  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",40.3673502443602,-3.7076605178679096,POINT (4493672.873875905 -413023.2372534986),Glorieta de Cádiz,Calle Antonio López nº 129,40.38895,-3.70017,disponible,7,POINT (4496077.347674986 -412187.6512511889),2545.5251359445083
105,Parque Mirador de Tierno Galván,Principales parques y jardines municipales,NEBULOSAS,ARGANZUELA,DELICIAS,"Completa junto con el Parque Enrique Tierno Galván una gran superficie verde, dentro de un barrio en proceso de crecimiento. Cuenta con una diversidad de especies arbustivas. De forma triangular, posee una pasarela, que le recorre en altura.","Bus: 148  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",40.394735491209424,-3.6856299107811368,POINT (4496721.385610409 -410565.6880865641),Juan Martín,Calle Juan Martín el Empecinado nº 16,40.400781,-3.6882407,disponible,6,POINT (4497394.368570562 -410856.9225789591),733.2963890660965
106,Parque Mirador de las Cárcavas,Principales parques y jardines municipales,RAFAELA APARICIO,HORTALEZA,VALDEFUENTES,"Parque situado a lo largo de la M-11, en el tramo comprendido entre la C/ Gregorio Sánchez Herráez y la C/ Antonio López Torres. Como su propio nombre indica dispone de un mirador en la parte más alta del parque. Además, cuenta con instalaciones deportivas y juegos infantiles. Este parque presenta agrupaciones de dos especies arbóreas poco extendidas, como son la Pawlonia tomentosa y la Zelkova serrata.","Bus: 87  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",40.47917989766592,-3.6330084507532687,POINT (4506121.693937486 -404695.9263891801),Carlota O’Neill,Calle Carlota O'Neill nº 32,40.44370542379883,-3.648958444298144,disponible,1,POINT (4502172.693570442 -406475.0626355441),4331.273448079252
107,Parque Norte,Principales parques y jardines municipales,ARZOBISPO MORCILLO,FUENCARRAL-EL PARDO,LA PAZ,"Zona verde de gran extensión, con zona de pinar y muy bien adaptado a la orografía de la zona. Su arbolado más bien maduro nos ofrece buenas sombras y áreas de descanso, infantiles, etc. En su interior hay un centro cultural.","Bus: 124, 137  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",40.48106787416528,-3.6933504628706095,POINT (4506331.862520024 -411426.9209724133),Pedro Rico,Calle Pedro Rico nº 4,40.481086,-3.688463,disponible,13,POINT (4506333.880278716 -410881.7202647889),545.2044414201498
108,Parque Nudo Norte de Begoña,Principales parques y jardines municipales,LLANO CASTELLANO,FUENCARRAL-EL PARDO,VALVERDE,"Parque muy visible desde la M-30 con un gran talud de pradera. Tiene zonas infantiles a la salida del metro, lugares estanciales muy cómodos y campos de fútbol sala y baloncesto.","Metro: Begoña (línea 10) Bus: 124, 137  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",40.483895554775785,-3.684471539316277,POINT (4506646.638485712 -410436.4715997384),Manuel Caldeiro,Paseo de la Castellana nº 298,40.47938,-3.68532,disponible,16,POINT (4506143.969227422 -410531.1174823334),511.5019318848874
109,Parque Olof Palme,Principales parques y jardines municipales,CERECINOS,USERA,ZOFIO,"Este parque recibe su nombre en recuerdo del primer ministro sueco Olof Palme, gran defensor del pacifismo que murió asesinado en 1986. Está estructurado en dos zonas claramente diferenciadas y separadas por la calle Cerecinos.  El sector principal está situado entre esta calle y la Avenida Rafaela Ybarra. Compuesto por praderas de césped, zonas terrizas, zonas infantiles entre las que destaca un tobogán de tres pisos, y una zona canina, todo ello articulado mediante caminos de adoquín y de zahorra.  En el norte de este sector hay un auditorio que, a través de varios tramos de escaleras, enlaza con la fuente ornamental del centro del parque.  El otro sector está situado entre la calle Cerecinos y la calle San Magín. Dispone de zonas terrizas con grandes masas arbustivas que tapizan gran parte de las mismas. En su parte central se ubica una pequeña zona estancial. La zona infantil y la de mayores están próximas a la calle Cerecinos.","Metro: Plaza Elíptica (línea 6 y 11) Bús: 47 , 60 , 81 , 247  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",40.38439900273861,-3.712951996842945,POINT (4495570.732977248 -413613.5192332211),San Delfín,Calle San Delfín nº 9,40.39440607959559,-3.708042972844556,disponible,17,POINT (4496684.715677296 -413065.9012525062),1241.3069357771733
110,Parque Orlando Zapata Tamayo,Principales parques y jardines municipales,URUGUAY,CHAMARTIN,HISPANOAMERICA,"Ubicado entre las calles Víctor de la Serna, Uruguay y Puerto Rico, debe su nombre actual a una propuesta vecinal en homenaje al disidente cubano que murió haciendo una huelga de hambre en 2010. Comprende varias zonas verdes, situadas entre bloques de viviendas, que dan continuidad a las calles y manzanas.   Denominación anterior: Parque de Santa Marca.","Metro: líneas 8 y 9 (Colombia)  Bus: 52  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",40.455011305200735,-3.6743070613284736,POINT (4503431.258531071 -409302.6299733213),Colombia,Calle Colombia nº 7,40.4572466,-3.6763439,disponible,2,POINT (4503680.090409898 -409529.8371102056),336.9575447615035
111,Parque Paseo Muñoz Grandes,Principales parques y jardines municipales,MARCELINO CAMACHO,CARABANCHEL,VISTA ALEGRE,Zona ajardinada de superficie reducida pero muy céntrica. Se encuentra junto a la histórica Plaza de Toros de Vistalegre. Su jardinería consta de praderas con macizos arbustivos y agrupaciones arbóreas. En esta placita podemos encontrar también varias zonas estanciales principalmente pavimentadas que se sitúan en torno a dos fuentes ornamentales de diferente tamaño e importancia. Dispone de zona de juegos infantiles y de zona canina.,"Bus: 34 , 35  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",40.385086008433305,-3.7398326701482016,POINT (4495647.210101353 -416612.2019804118),Caramuel,Calle Caramuel nº 51,40.40913630273305,-3.728533714316331,disponible,14,POINT (4498324.476616229 -415351.7319152079),2959.1452781083626
112,Parque Payaso Fofó,Principales parques y jardines municipales,PAYASO FOFO,PUENTE DE VALLECAS,PALOMERAS BAJAS,"Parque estructurado en varias alturas, con taludes y extensas praderas naturales y artificiales. Largas alineaciones arboladas en los paseos. Dotado de maravillosas vistas de Madrid.","Bus: 310, 410, 144, 57, 136 RENFE: Asamblea de Madrid - Entrevías.  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",40.38901086962944,-3.6599692832803834,POINT (4496084.12365114 -407703.281097225),Concordia,Calle Arroyo del Olivar nº 6,40.39382977920336,-3.665936242935637,disponible,6,POINT (4496620.562211088 -408368.8797354235),854.8613196129406
113,Parque Peñuelas,Principales parques y jardines municipales,GARGANTILLA,ARGANZUELA,ACACIAS,"Uno de los parques urbanos más utilizado dentro del distrito de Arganzuela con varias zonas infantiles, cuenta además con dos grandes zonas caninas, ubicado sobre un parking, muestra de la integración de las diversas zonas verdes con una ciudad cosmopolita como Madrid.","Metro: Pirámides (línea 5) Bus:18, 62  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",40.39900396358797,-3.703926416750334,POINT (4497196.549782054 -412606.6880507107),Puente Praga,Paseo de la Esperanza nº 59,40.3981798,-3.7023918,disponible,4,POINT (4497104.804311111 -412435.4978604175),194.22490234559803
114,Parque Pinar de la Elipa,Principales parques y jardines municipales,FELIX RODRIGUEZ DE LA FUENTE,CIUDAD LINEAL,VENTAS,Gran superficie arbolada atravesada por carril bici y una red de paseos que la convierten en una zona muy utilizada para el paseo. Dispone de unas excepcionales vistas del nudo de O`Donnell y del emblemático Pirulí.,"Bus: 28 , 71 , 110 , 113 , 210  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",40.418806485625446,-3.656346959235439,POINT (4499400.956451688 -407299.2225511037),Marqués de Corbera 12,Avenida Marqués de Corbera nº 12,40.422962108947424,-3.6555552857442697,disponible,8,POINT (4499863.558323819 -407210.9141479103),470.9552698228254
115,Parque Pinar del Rey,Principales parques y jardines municipales,CANILLAS,HORTALEZA,CANILLAS,"Parque construido en 3 niveles; en el primero, el más cercano a la glorieta Pilar Miró se sitúa un pequeño bar con terraza rodeado de árboles como el ciruelo japonés variedad pisardii y la magnolia grandiflora; a continuación, se encuentra el auditorio al aire libre del parque; el segundo nivel corresponde a una zona terriza rodeada por una alineación de castaños de indias en la que se sitúan las casetas de feria durante las fiestas de la primavera del distrito de Hortaleza; por último, el tercer nivel corresponde a la zona en la que se ubican 2 áreas infantiles y numerosas mesas debajo de agrupaciones de pino piñonero, asociada a esta zona se encuentra la Zona forestal de Pinar del Rey.","Bus: 9 , 72 , 87 , 125 , 229  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",40.463441129364256,-3.6556488853143465,POINT (4504369.662264431 -407221.3548478298),Condesa de Venadito,Calle Condesa de Venadito nº 2,40.44315,-3.65741,disponible,13,POINT (4502110.864075982 -407417.8011451731),2267.324503435684
116,Parque Plaza Chozas de Canales,Principales parques y jardines municipales,VILLAVERDE A VALLECAS,VILLAVERDE,LOS ROSALES,Jardín situado en una zona de intenso tránsito peatonal. Se extiende alrededor de una fuente central rodeada de rosales y praderas de césped donde se sitúan diferentes macizos de arbustos creando intensos contrastes. La zona estancial alberga unos juegos infantiles que junto al resto de elementos y ornamentos invitan a realizar un alto en el camino.,"Metro: Villaverde Bajo Cruce (línea 3) Bus: 22, 59, 79, 85, 123, 130  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",40.35277786522202,-3.6905392176697744,POINT (4492050.684050596 -411113.3237738876),Embajadores 191,Calle Sodio nº 1B,40.38925864357911,-3.690358964335348,disponible,6,POINT (4496111.70572105 -411093.2163689993),4061.071449214142
117,Parque Plaza Colonia Oroquieta,Principales parques y jardines municipales,VILLAVERDE A VALLECAS,VILLAVERDE,LOS ROSALES,"Este parque se caracteriza por una distribución de espacios enfocada claramente al uso del mismo por parte de los usuarios contando con una serie de zonas estanciales, pistas deportivas y zonas infantiles que ocupan la mayor parte de su superficie, perimetrado todo ello por  combinaciones de setos, macizos arbustivos y praderas de césped que generan intensos contrastes en función de la época del año.","Metro: Villaverde Cruce (línea 3) Bus: 22, 59, 79, 85, 123, 130  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",40.35239211569256,-3.691771736219469,POINT (4492007.742609402 -411250.812321882),Embajadores 191,Calle Sodio nº 1B,40.38925864357911,-3.690358964335348,disponible,6,POINT (4496111.70572105 -411093.2163689993),4106.9879116120665
118,Parque Plaza de España,Principales parques y jardines municipales,ESPAÑA,MONCLOA-ARAVACA,ARGUELLES,"Parque de la zona centro de Madrid con monumento y lámina de agua. Es un lugar muy visitado por turistas y con una localización geográfica muy importante, ya que se encuentra en una de las arterias principales de la ciudad. Alberga muchos meses al año todo tipo de eventos, como mercadillos, etc.   Otras denominaciones Jardines de Plaza España","Metro: Plaza España (línea 2 y 3) Bus: 1, 2, 44, 74, C  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",40.42372251184839,-3.711657734050852,POINT (4499948.205987552 -413469.1396117265),Plaza de España A,Calle Princesa nº 5,40.42402,-3.711603,no disponible,0,POINT (4499981.322217106 -413463.0338381871),33.674398738035926
119,Parque Quinta de los Molinos,Principales parques y jardines municipales,ALCALA,SAN BLAS-CANILLEJAS,EL SALVADOR,"Jardín de uso público cuyo origen es una finca de recreo rústico urbana con zonas de explotación agrícola y un marcado carácter mediterráneo, que dispone de edificios y arquitecturas declaradas de alto interés. Cerrado en la totalidad de su perímetro con cinco puertas de acceso, limita al sur con la C/ Alcalá, al norte con la C/ Juan Ignacio Luca de Tena, al este con la Avda. 25 de Septiembre y al oeste con la C/ Miami.    El parque incluye grandes extensiones de arbolado, en el que podemos encontrar una gran cantidad de especies (olivos, pinos, eucaliptos), aunque la estrella del parque son los almendros, que florecen en febrero y marzo, ofreciendo un fantástico espectáculo.El parque está dividido en dos zonas claramente diferenciadas: la zona norte con estilo romántico paisajista y la zona sur de carácter agrícola.","Metro: Suanzes (línea 5) Bus: 77, 104, 105, L5  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",40.44245748722783,-3.6217095632137375,POINT (4502033.773906816 -403435.6151122574),Gutierre de Cetina,Calle Gutierre de Cetina nº 77,40.429706,-3.640994,disponible,18,POINT (4500614.284841758 -405586.6676448087),2577.203174686349
120,Parque Ramírez de Prado,Principales parques y jardines municipales,RAMIREZ DE PRADO,ARGANZUELA,DELICIAS,"Importante parque de Distrito, de más de 2 Hectáreas. Con una importante variedad vegetal donde destacan por su número carpes y catalpas.","Metro: Delicias (línea 3)  Bus: 8, 102, 152, N11, N13  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",40.39932569185547,-3.6894842200951024,POINT (4497232.364408966 -410995.6380011698),Juan Martín,Calle Juan Martín el Empecinado nº 16,40.400781,-3.6882407,disponible,6,POINT (4497394.368570562 -410856.9225789591),213.27755796991343
121,Parque Roma,Principales parques y jardines municipales,JUAN ESPLANDIU,RETIRO,ESTRELLA,"Parque de grandes dimensiones situado a la orilla de la Calle 30, idóneo para pasear por sus paseos delimitados por arbolado de grandes dimensiones. Dispone de 4 recintos de juegos infantiles, un circuito para mayores, un lago, instalaciones deportivas y un rocódromo. En él se sitúa un jardín para ciegos y un escudo de Madrid de grandes dimensiones.","Metro: Saínz de Baranda (línea 6 y 9) Autobús: 30 , 56 , 143, 215  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",40.41641041087398,-3.662606100328213,POINT (4499134.226630452 -407997.4105488333),Parque Roma,Calle Alcalde Sáinz de Baranda frente al nº 107,40.4186666,-3.6657777,disponible,5,POINT (4499385.384455094 -408351.1946310046),433.87029130458603
122,Parque Salvador de Madariaga,Principales parques y jardines municipales,SALVADOR DE MADARIAGA,CIUDAD LINEAL,SAN PASCUAL,"Parque situado entre la Mezquita de Madrid y el tanatorio de la Calle 30, posee áreas de césped y arbolado. Como elemento distintivo de otros parques de Madrid, posee una pista de frontenis. Recientemente una pasarela peatonal que salva la Avda. de la Paz une el parque con su vecino parque de Breogán.    Otras denominaciones Parque de la mezquita. Parque del tanatorio","Bus: 21 , 48 , 53  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",40.439387584092685,-3.65714841286524,POINT (4501692.033853027 -407388.6219739074),Derechos Humanos,Calle Derechos Humanos nº 12,40.43965673033275,-3.6557656204708775,disponible,9,POINT (4501721.99507542 -407234.376241853),157.12867562686537
123,Parque San Blas. El Paraíso,Principales parques y jardines municipales,ARCENTALES,SAN BLAS-CANILLEJAS,HELLIN,"Se trata del mayor parque del Distrito de San Blas, en cuanto a superficie, arbolado e instalaciones. Se puede recorrer en su totalidad de una forma rápida y sencilla, ya que además de los viales de áridos que lo atraviesan, dispone de un circuito deportivo y de un carril-bici a lo largo de toda su longitud. En su parte central se encuentra un moderno auditorio sobre el que giran las fiestas del distrito. Dispone de amplias praderas y arbolado de gran porte que proporciona grandes sombras. Está dotado con doce áreas infantiles y varios espacios deportivos: dos pistas de petanca, una de patinaje y un circuito biosaludable para personas mayores. El equipamiento del parque se completa con dos fuentes ornamentales. En la zona próxima a la Avenidad de la Institución Libre de Enseñanza hay un reloj de sol y una pérgola con plantas trepadoras.","Metro: Simancas (línea 7) Bus: 38, 109 y L7  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",40.42996840999023,-3.622184001035289,POINT (4500643.496188249 -403488.5349909347),Gutierre de Cetina,Calle Gutierre de Cetina nº 77,40.429706,-3.640994,disponible,18,POINT (4500614.284841758 -405586.6676448087),2098.335992165306
124,Parque San José de Calasanz,Principales parques y jardines municipales,JOAQUIN MARIA LOPEZ,CHAMBERI,GAZTAMBIDE,"Parque situado sobre un aparcamiento en la calle Joaquín María López, por lo que tiene una zona pavimentada con grandes masas arbustivas y árboles de sombra. Está dotado de una zona infantil compuesta por el mismo tipo de plantación (diseño de macizos arbustivos y árboles de sombra) que permite aislar del tráfico rodado de las calles adyacentes. Otras denominaciones: Jardines de Joaquín María López","Bus: 2, 16, 61, 202  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",40.43761436823094,-3.714586774303988,POINT (4501494.640366231 -413795.8847806323),Cea Bermúdez,Calle Cea Bermúdez nº 59,40.438994,-3.7154329,disponible,1,POINT (4501648.220272245 -413890.2734031079),180.26646827416005
125,Parque San Juan Bautista,Principales parques y jardines municipales,AGASTIA,CIUDAD LINEAL,SAN JUAN BAUTISTA,Zona verde con arbolado consolidado y zonas de césped muy utilizadas por los estudiantes de colegios e institutos cercanos al parque.,"Bus: 53  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",40.451304609076615,-3.655896497411837,POINT (4503018.631006009 -407248.9751039504),Condesa de Venadito,Calle Condesa de Venadito nº 2,40.44315,-3.65741,disponible,13,POINT (4502110.864075982 -407417.8011451731),923.3325681711118
126,Parque Sancho Dávila,Principales parques y jardines municipales,AMERICA ESPAÑOLA,SALAMANCA,FUENTE DEL BERRO,"Parque situado junto a Calle 30 y la calle Sancho Dávila. Este parque dispone de amplias praderas y macizos arbustivos diversos, además de bosquetes de chopos, pinos y cedros. Presenta dos extensas zonas infantiles para el disfrute de los más pequeños.","Metro: Ventas (línea 2 y 5) Bus: 12  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",40.42949627920971,-3.6617795915510434,POINT (4500590.938830174 -407905.2157492975),Alcalá-Ventas,Calle Alejandro González nº 1,40.4301666,-3.6638888,disponible,9,POINT (4500665.558599217 -408140.4923668504),246.82624799484415
127,Parque Santa Eugenia,Principales parques y jardines municipales,ZAZUAR,VILLA DE VALLECAS,SANTA EUGENIA,"Zona verde donde destaca la gran variedad de elementos dirigidos al disfrute de usuarios de todas las edades. Cuenta con una zona de gran densidad de elementos vegetales tanto arbóreos como arbustivos, en su mayoría ya consolidados.","Bus: 58 , 63 , N9 , 145  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",40.38131130575197,-3.608459149580722,POINT (4495227.012120971 -401957.6448904991),Pavones,Calle Hacienda de Pavones nº 342,40.400368,-3.634587,disponible,8,POINT (4497348.393620864 -404872.003688147),3604.683990243293
128,Parque Santa Rita,Principales parques y jardines municipales,ALBA DE TORMES,CARABANCHEL,PUERTA BONITA,"Este parque se encuentra junto a la Plaza de Carabanchel, sede de la Junta Municipal de Distrito y la Plaza de la Iglesia de Carabanchel, donde se ubica la histórica Iglesia de San Sebastián. La superficie de este parque está formada principalmente por grandes praderas con macizos de rosales y por un campo deportivo. El arbolado de esta zona verde es principalmente joven. El parque está dotado de paseos, zonas estanciales, varias áreas de juegos infantiles y una zona canina.","Bus: 34  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",40.379040097900265,-3.742770522229555,POINT (4494974.182419433 -416939.9406413769),Marqués de Vadillo,Glorieta Marqués de Vadillo nº 9,40.398247,-3.716591,disponible,12,POINT (4497112.284980891 -414019.4641230708),3619.4841700567117
